tourist_id,segment_order,from_poi,to_poi,point_order,latitude,longitude,transport_mode
T003,2,Rock Garden,Happy Valley Tea Estate,28,27.026077,88.250057,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,29,27.02618,88.25017,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,30,27.026199,88.250237,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,31,27.026153,88.250269,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,32,27.026024,88.250277,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,33,27.025981,88.250293,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,34,27.025955,88.250358,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,35,27.026001,88.250567,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,36,27.025996,88.250618,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,37,27.025948,88.250615,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,38,27.025857,88.250537,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,39,27.025793,88.250481,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,40,27.025408,88.250366,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,41,27.025336,88.250344,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,42,27.025279,88.250368,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,43,27.025174,88.250492,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,44,27.024806,88.25083,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,45,27.024643,88.251036,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,46,27.024545,88.2512,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,47,27.024507,88.251299,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,48,27.02451,88.251396,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,49,27.024565,88.251476,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,50,27.024655,88.251519,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,51,27.024782,88.251562,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,52,27.024875,88.251602,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,53,27.024949,88.251672,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,54,27.025014,88.25179,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,55,27.025052,88.251948,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,56,27.025064,88.252114,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,57,27.025006,88.25265,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,58,27.024944,88.253222,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,59,27.024863,88.253337,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,60,27.024885,88.253525,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,61,27.024942,88.253796,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,62,27.024978,88.253911,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,63,27.025114,88.254056,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,64,27.025226,88.254231,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,65,27.025401,88.254585,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,66,27.02557,88.25469,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,67,27.025685,88.254728,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,68,27.026057,88.254784,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,69,27.026262,88.254839,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,70,27.026491,88.254923,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,71,27.026567,88.254996,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,72,27.026597,88.255111,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,73,27.026562,88.255319,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,74,27.026561,88.255422,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,75,27.026619,88.255502,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,76,27.026795,88.25561,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,77,27.027066,88.255737,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,78,27.027315,88.25584,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,79,27.027492,88.255932,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,80,27.027639,88.256044,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,81,27.028572,88.257004,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,82,27.028653,88.257044,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,83,27.028744,88.257046,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,84,27.028902,88.257035,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,85,27.028966,88.257041,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,86,27.029054,88.257067,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,87,27.029113,88.257114,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,88,27.029149,88.257181,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,89,27.029227,88.257417,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,90,27.029336,88.257573,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,91,27.029443,88.257644,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,92,27.029549,88.257688,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,93,27.029664,88.257676,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,94,27.029924,88.25738,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,95,27.03,88.257332,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,96,27.030112,88.257324,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,97,27.030351,88.257339,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,98,27.030429,88.257321,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,99,27.030605,88.257234,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,100,27.030764,88.257155,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,101,27.030979,88.256976,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,102,27.031117,88.256909,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,103,27.031278,88.256871,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,104,27.031446,88.256898,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,105,27.031765,88.257026,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,106,27.032047,88.257136,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,107,27.032259,88.257268,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,108,27.032414,88.257447,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,109,27.032478,88.25754,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,110,27.032548,88.257609,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,111,27.032741,88.25769,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,112,27.032852,88.257741,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,113,27.032932,88.257797,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,114,27.033174,88.258051,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,115,27.033415,88.258373,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,116,27.033448,88.25849,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,117,27.033457,88.258583,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,118,27.033444,88.25869,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,119,27.033402,88.258829,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,120,27.033259,88.259014,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,121,27.033027,88.259234,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,122,27.032972,88.259326,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,123,27.032947,88.259404,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,124,27.03296,88.25951,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,125,27.033014,88.259581,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,126,27.033117,88.259627,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,127,27.033453,88.259663,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,128,27.033562,88.259701,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,129,27.033647,88.259756,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,130,27.033754,88.259851,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,131,27.034068,88.260195,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,132,27.034182,88.260366,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,133,27.034283,88.260559,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,134,27.034382,88.260642,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,135,27.034443,88.260681,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,136,27.034527,88.26069,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,137,27.034621,88.260665,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,138,27.034682,88.260619,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,139,27.034809,88.260529,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,140,27.034899,88.260497,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,141,27.03499,88.260486,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,142,27.035073,88.260507,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,143,27.03536,88.260555,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,144,27.035469,88.26058,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,145,27.0355,88.260607,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,146,27.035865,88.260963,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,147,27.035932,88.261028,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,148,27.036009,88.261135,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,149,27.036038,88.261197,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,150,27.036082,88.261248,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,151,27.036211,88.261331,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,152,27.036315,88.26137,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,153,27.036493,88.261425,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,154,27.036666,88.261497,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,155,27.03674,88.261551,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,156,27.036797,88.26163,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,157,27.036838,88.261742,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,158,27.036883,88.261867,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,159,27.036921,88.262054,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,160,27.036947,88.262318,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,161,27.03697,88.262398,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,162,27.036999,88.262499,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,163,27.037018,88.262526,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,164,27.037202,88.262784,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,165,27.037348,88.262938,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,166,27.037452,88.262995,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,167,27.03798,88.263226,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,168,27.038088,88.263276,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,169,27.038302,88.263385,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,170,27.038526,88.263511,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,171,27.038704,88.263598,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,172,27.038778,88.263628,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,173,27.038798,88.263516,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,174,27.038821,88.263479,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,175,27.03889,88.263451,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,176,27.038946,88.263442,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,177,27.038949,88.263409,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,178,27.038873,88.263391,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,179,27.038787,88.263385,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,180,27.038711,88.263366,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,181,27.038632,88.263297,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,182,27.038567,88.263244,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,183,27.038504,88.263184,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,184,27.038468,88.263059,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,185,27.038509,88.262936,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,186,27.03853,88.262815,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,187,27.038554,88.262693,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,188,27.038553,88.262642,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,189,27.038581,88.262625,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,190,27.038639,88.262642,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,191,27.038687,88.262643,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,192,27.038903,88.262597,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,193,27.039057,88.262533,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,194,27.03913,88.262474,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,195,27.039277,88.262413,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,196,27.039356,88.262404,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,197,27.039385,88.262503,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,198,27.039444,88.262588,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,199,27.039534,88.262628,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,200,27.039672,88.262689,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,201,27.039938,88.262784,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,202,27.040077,88.262854,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,203,27.040169,88.262924,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,204,27.040338,88.262992,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,205,27.040437,88.262982,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,206,27.040564,88.262914,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,207,27.04066,88.262821,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,208,27.040817,88.262645,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,209,27.040924,88.26255,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,210,27.041022,88.262533,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,211,27.041101,88.262561,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,212,27.041218,88.262601,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,213,27.0413,88.262635,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,214,27.041388,88.262673,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,215,27.041427,88.262666,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,216,27.041398,88.262622,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,217,27.041338,88.262573,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,218,27.041262,88.26252,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,219,27.041192,88.26247,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,220,27.041153,88.262421,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,221,27.041196,88.262411,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,222,27.041277,88.262436,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,223,27.041381,88.262476,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,224,27.041481,88.262512,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,225,27.041515,88.262499,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,226,27.041517,88.262421,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,227,27.041501,88.262356,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,228,27.041468,88.2623,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,229,27.041412,88.262245,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,230,27.041344,88.262186,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,231,27.04124,88.262146,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,232,27.041094,88.262083,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,233,27.040951,88.262047,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,234,27.040848,88.262066,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,235,27.040625,88.262138,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,236,27.040562,88.26211,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,237,27.040523,88.262013,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,238,27.04055,88.261922,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,239,27.040601,88.261863,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,240,27.040628,88.261797,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,241,27.040635,88.261728,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,242,27.040596,88.261725,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,243,27.040552,88.26167,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,244,27.040503,88.261471,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,245,27.040449,88.261262,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,246,27.040383,88.261124,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,247,27.040307,88.260943,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,248,27.040192,88.260771,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,249,27.040158,88.260715,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,250,27.040143,88.260509,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,251,27.04012,88.260378,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,252,27.040098,88.260256,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,253,27.040062,88.260109,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,254,27.040022,88.260007,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,255,27.039986,88.259944,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,256,27.03992,88.259891,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,257,27.039848,88.259842,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,258,27.039783,88.259758,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,259,27.039716,88.259661,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,260,27.03963,88.259568,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,261,27.039533,88.2595,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,262,27.039397,88.259426,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,263,27.039294,88.259392,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,264,27.039214,88.259367,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,265,27.039157,88.25935,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,266,27.039091,88.25932,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,267,27.039074,88.259273,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,268,27.039109,88.259248,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,269,27.039312,88.259206,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,270,27.039532,88.259193,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,271,27.039692,88.259185,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,272,27.039775,88.259183,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,273,27.039851,88.259199,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,274,27.039908,88.259216,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,275,27.039943,88.259208,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,276,27.039932,88.259168,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,277,27.039868,88.2591,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,278,27.039761,88.259032,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,279,27.039616,88.258956,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,280,27.039481,88.258907,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,281,27.039343,88.258874,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,282,27.03903,88.258802,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,283,27.038983,88.258778,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,284,27.038868,88.258717,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,285,27.038731,88.258628,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,286,27.038628,88.258561,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,287,27.038522,88.25851,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,288,27.038407,88.258455,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,289,27.038317,88.258413,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,290,27.038229,88.258398,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,291,27.038217,88.258366,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,292,27.038282,88.258356,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,293,27.038415,88.258339,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,294,27.03857,88.258345,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,295,27.038684,88.258355,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,296,27.038714,88.258345,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,297,27.038728,88.258307,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,298,27.038714,88.258277,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,299,27.038691,88.258255,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,300,27.038542,88.258207,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,301,27.0384,88.258199,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,302,27.038238,88.25821,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,303,27.038123,88.258237,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,304,27.038045,88.258207,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,305,27.038082,88.258138,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,306,27.038194,88.258097,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,307,27.038292,88.258002,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,308,27.03839,88.257953,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,309,27.038478,88.257987,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,310,27.03864,88.258009,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,311,27.038812,88.257994,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,312,27.038917,88.257971,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,313,27.038934,88.257926,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,314,27.03889,88.25788,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,315,27.038704,88.257899,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,316,27.038572,88.257839,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,317,27.038417,88.257759,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,318,27.038271,88.257774,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,319,27.037903,88.257805,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,320,27.037792,88.257789,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,321,27.037505,88.257554,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,322,27.03744,88.257463,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,323,27.037454,88.257234,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,324,27.037677,88.257057,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,325,27.037832,88.256913,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,326,27.037849,88.256758,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,327,27.037819,88.25656,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,328,27.037575,88.2559,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,329,27.037481,88.255821,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,330,27.037315,88.255658,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,331,27.037255,88.255472,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,332,27.037309,88.255267,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,333,27.03744,88.255202,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,334,27.037562,88.255233,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,335,27.037731,88.255263,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,336,27.037842,88.255183,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,337,27.037903,88.254967,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,338,27.037937,88.254546,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,339,27.038001,88.254436,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,340,27.038106,88.25433,shared_jeep
T003,2,Rock Garden,Happy Valley Tea Estate,341,27.038197,88.254167,shared_jeep
T003,3,Happy Valley Tea Estate,Nehru Road Market,0,27.038197,88.254167,walk
T003,3,Happy Valley Tea Estate,Nehru Road Market,1,27.038106,88.25433,walk
T003,3,Happy Valley Tea Estate,Nehru Road Market,2,27.038001,88.254436,walk
